,Text
1221,@CarlosdelRio7 @PSampathkumarMD @jcohoro honest question: why are COVID vaccines being recommended for individuals already recovered if such a demand/supply imbalance already exists? There are countries/states where even frontline staff are not getting vaccinated yet.
1222,"Praying for the Pattersons and the Jax Heights Baptist Church family. 

'One person's life can touch so many': Music, church community remembers worship pastor who died of COVID-19 https://t.co/RkQRiGyfRQ via @FCN2go"
1223,"@julie_kelly2 My doctor,here in FL., has five kids, and all five have been in school since August.  So far, only  once did a positive COVID test in a classmate cause one of her kids to stay home for a day.  In addition, they ride the school bus.  Thank God for DeSantis!"
1224,@Steve_Grad Lower your standard for covid steve and be happy to be in a theatre and some semblance of normalcy.  The rest is correct
1225,@BandakGhassan @GallodeMoraesMD @ogi_gajic @ansakhuja @roeckler @DrivingPressure Would suggest we also should account for a very different patophysiological mechanism in COVID with immuno-thrombosis affecting micro circulation. I think @niven_alex Rob McBane and @ErbenYoung may have some more thoughts
1226,"Fighting To Breathe https://t.co/QYTbaz91uZ via @YouTube

@NationalMedAssn ‘s Region VI Chair, Dr. Khadijah Lang, is featured in this short video about healthcare for blacks with COVID. Enjoy. #NMAOnCOVID19"
1227,@realDonaldTrump I don’t mind helping nations w COVID Relief but Kennedy Cntr &amp; Smithsonian shd be privately funded. Also Stacey Abrams sister shouldn’t be Judge in charge of election results! Bias against Republicans &amp; donated heavily to Dems!!🇺🇸#MAGA
1228,Covid-19 has nothing to do with his insanity. https://t.co/x6bU6lPuUM
1229,@JoeBiden I agree completely. If People Wore a mask for 100 days we could get the Corona Virus under control ! It’s disheartening to see so many Not warning  Masks 😷! I worked at a hospital where we took care of COVID Patients &amp; watching them dying every 20 min. All I can do is Cry 😢😷😷
1230,"41 years old..... not even sworn in yet.  A Republican - maybe they will take CoVid serious and not let his death he in vain.
@Scaramucci @ChrisCuomo @SteveSchmidtSES  

https://t.co/EhNG6Mxsd9"
1231,"@NoMorePolitical @Sarah_Q_Smithy Yep. Our kids now have latent strep, yeast infections, eye issues and skin rashes from masks. Covid was planned. It has nothing to do with your health, quite the opposite actually."
1232,Signed up for overtime moving boxes and pallets. Ended up giving out 22 covid vaccinations instead 🤷🏼‍♂️😂
1233,"Some Texans Are Hesitant To Get COVID Vaccine. Here's How Officials Are Countering Skepticism. 
https://t.co/JsUAbHVsgT
Our @NationalMedAssn President, Dr. Leon McDougle, 
@McDougle2020 is featured.
#NMAOnCOVID19"
1234,@HeartEyes4Brady Agreed 1 losing season full of opt outs injuries and covid and no goat - guess what everyone rebuilds try being a fan during most of the 80’s 90’s - these people would lose their minds
1235,Since the covid be plotting around. Are you still a hugger or a the firm fist bump?
1236,remembering at the beginning of the year when it was said in the news advil &amp; ibuprofen lower the immune system or make covid worse in some way &amp; for MONTHS my mother would text me daily “you’re not taking advil or ibuprofen are you?” like it was some sort of NEW INSANE WILD DRUG
1237,"@AnthonySabatini I took the CC class then it expired when covid happened and everything closed. Now I have to pay to take the class, again, and wait in line for months to get CC license. It’s ridiculous. I should be able to defend myself with 2nd amendment not red tape!"
1238,"Never been so happy to get shot. I’m getting vaccinated for COVID-19 to protect my family, my colleagues and my patients. #moderna #MyCOVIDVax @ Mayo Clinic Cancer Center https://t.co/ZiCVgu8IjK"
1239,"@TFL1728 I live pretty close to you in FL. I am a teacher. Can u sub for me at my school? All you need is a degree here in FL so I’m guessing you are fine. Before winter break we had several teachers with Covid and several hundred students quarantining with symptoms, but your good right?"
1240,@TimRunsHisMouth I gotta disagree with you there. This is a therapeutic way to blow off steam! Let them have their 5 minutes. The staff on COVID floors work very hard!
1241,This will be the first @Jaguars home game that I’ll be watching from home in about 5 years.... Covid sucks https://t.co/tXX0ne34fF
1242,"@Millions @TheBestTaiTea Ty ❤️ 
$lakamary45 https://t.co/LcNS22UUaA 
Dropping both for extra luck battling cancer and Covid hit omg I'm struggling . https://t.co/Mte5FU5NuP"
1243,"@ananavarro @marcorubio LITTLE MARCO ! You ran around no Mask on Pounding Trump Conspiracy Theories &amp; Now Took a VACCINE AWAY FROM US NURSES DRS &amp; ALL OTHER SUPPORT TEAME MEMBERS ! PATIENTS WHO NEED IT ! You Told People COVID is not That Bad ! Well I BEG TO DIFFER. 335,000 DEAD! 2 million infected FU !"
1244,@MichaelSkolnik @MammaKas101 @MinetteNelson @EcklesDR @Travon Much ❤️ for doing this I'm struggling on disability battling cancer trying to survive Covid. I'd use it to pay my lights and water that are behind . Ty again .$lalamary45
1245,"Tommy opened his gifts 💞

Covid Christmas was a success https://t.co/jRamp4OWeW"
1246,COVID Christmas Eve - we finished re-lining the induction furnace. Next step - sintering. We know how to have a good time! #covidchristmas #inductotherm #furnacerepair @ University of North Florida https://t.co/VidPjir3vH
1247,Black Doctor Dies of COVID-19 After Complaining of Racist Treatment https://t.co/HyenYeP2OL via @Yahoo
1248,@realDonaldTrump @MSNBC @CBSNews @CNNPolitics @NBCNews America 1st w NO $ 2 country who released killer ofUSA Journalist &amp; Kennedy Cntr closed bc of COVID &amp; many Dem pet projects! Guess $600 NOW &amp; $1400 more later nxt wk! Dems shouldn’t hold Ppl hostage instead of doing good!
1249,"COVID-19 was going to close the doors at @WickedBatter Cafe in Orange Park, FL after sales dropped 75%. The owners are calling what happened a Christmas miracle. The community outpouring has allowed the business to make payroll for at least another month. @FCN2go https://t.co/F1XwgXxZK0"
1250,@KRISTENKHALIFA_ @MammaKas101 $lalamary45 I'm struggling due to battling cancer trying to live off disability and Covid hit. It's been one hell of a year. I also must move by March 1st lease expires finding a cheaper apartment this would be a total blessing. Much ❤️ ty
1251,"#Repost @thanatos.archive
• • • • • •
Public safety poster, Christmas, 1918. History repeats itself... #covid_19 #pandemic @ The FeyWitch Psychic https://t.co/uNBPbezLIq"
1252,@KimKardashian Beautiful Kim ..... #KKWHoliday  much ❤️ to you and fam. $lalamary45 . I'm battling cancer during Covid sucks. But winning and beating this dragons ass.
1253,@matt_noble75 @ksorbs Just China. 1 brave female scientist came to USA to tell the truth &amp; her family ws taken into custody in China &amp; who knows what hs happened 2her! This reminds me of Nazi Germany! I lost family there. I pray 4everyone who has COVID-19 &amp; their families! I’m 73 w asthma. Am I Next?!
1254,@SarahMathew03 Florida's roads going north are a mad house. I can't believe people refuse to understand covid.
1255,"@KimKardashian #KKWHoliday #partner 
Much ❤️ I've been battling cancer and then Covid hit  been one hell of a year would be a total blessing. 
$lalamary45 https://t.co/DA67YwjqrY"
1256,Do the anti-capitalists really think they’re going to be able to travel and make art and buy $60 video games on the government dole when Congress won’t even do more than $1800/year pp in stimulus for this Covid shutdown?
1257,My head has been killing me the last 3 days 😩 can you get covid twice?🙃
1258,"This is from @NationalMedAssn ‘s Dr. Maurice Sholas, @docmosho.  What are your thoughts?

There are good reasons Black people don't trust health institutions, but I still got the COVID-19 vaccine - Louisiana Illuminator
https://t.co/BjktDiKffM
#NMAOnCOVID19"
1259,The people with hidden immunity against Covid-19 https://t.co/FsEYbkV1VC via @BBC_Future
1260,BREAKING: Senate Majority Leader Mitch McConnell says a deal has been struck on a $900 billion plus COVID relief bill. @ActionNewsJax
1261,@SistaRetro @jollygoodsense @murray_nyc @realDonaldTrump CoVid killed my Uncle &amp; took my friends BOTH parents 3 days apart ages 64 &amp; 67. Yes people celebrated OUTDOORS &amp; ALL of ANTI-TRUMP PATRIOTS ALL WORE MASKS. God will punish u for ur DANGEROUS ignorance endangering His people. Sick uneducated cult worshipping fools.
1262,@SistaRetro @jollygoodsense @murray_nyc @realDonaldTrump I’m a nurse &amp; MASKS have kept me healthy caring for patients with infectious disease my entire career u uneducated fool. VIRUS’ travel in DROPLETS- YES MASKS STOP DROPLETS &amp; COTTON masks r NOT good. My mother has not walked in 5 months since CoVid DESTROYED her body &amp; she’s 65!
1263,@donwinslow Well I’m sure he’ll donate it to all the families of Covid victims that he didn’t provide care for.😳
1264,Bring home with covid only means one thing- organize. 😅😂 two days of rest has me batty now 🙈
1265,"Many, I’m sure, are cooked COVID cases! https://t.co/CDqD82cEFf"
1266,Feeling great. It’s an honor to be able to lead by example for my community and be among the first to receive a COVID-19 vaccination. #IGotTheShot #MyCOVIDVax @ABIMcert .@MayoClinic @MayoFacDev https://t.co/4qMljJDQOL
1267,"'We want them infected,' Trump HHS appointee said in email pushing to expose infants, kids and teens to Covid https://t.co/X2LdxTZWYw"
1268,@theangiestanton @JoeBiden @EmeraldRobinson R U REALLY THAT STUPID? NORMAL NON-FANATICAL people do NOT go to RALLYS during a pandemic! &amp; if a leader held an in person rally during a pandemic WE WOULD NOT VOTE 4 such a reckless narcissist! WE PATRIOTS R OUR BROTHERS KEEPERS &amp; do NOT WANT 2 spread CoVid!
1269,@EmeraldRobinson Simple: PPL WITH WORKING BRAINS DONT GO TO RALLYS DURING A PANDEMIC! NORMAL PATRIOTIC AMERICANS DONT WORSHIP ANY LEADER! WE RESPECT SCIENCE! We HOLD leaders accountable! ONLY EVIL CULT EXTREMISTS GO TO RALLYS DURING A PANDEMIC DEFYING Jesus’ U R UR BROTHERS KEEPER spewing CoVid!
1270,@EmeraldRobinson @ChrisRuddyNMX yup taking CoVid seriously
1271,@EmeraldRobinson @ChrisRuddyNMX this is taking deadly CoVid seriously? I’m a nurse &amp; this is DANGEROUS! My Uncle died &amp; mother at 65 years old CAN NOT WALK due to CoVid!
1272,@EmeraldRobinson @ChrisRuddyNMX this is NOT DOWNPLAYING NURSES LIKE ME? Physicians like my husband? This Emerald is a SICK DELUSIONAL EVIL person! U told BBC u take CoVid serious- THIS is taking it serious? Fire this imbecile!
1273,More egregious: Breaching Covid protocol or Mission Impossible 7? https://t.co/8EGUFNQO5i
1274,"@AnjataLorca @Anneshirleyf So many are alone now that covid is everywhere. I hope both of you know that you are cared about!

I've been kind of absent from Twitter because of work and also feeling like a hermit. But I care about both of you. I need to be better about staying connected.😘"
1275,".@NationalMedAssn Board of Trustee member, Dr. Maurice Sholas @docmosho, believes the first step in easing distrust in vaccination is to do as you say.  He is sharing his COVID vaccine story and hope other BOT members that get vaccinated do the same. #NMAOnCOVID19 #NMA1895 https://t.co/Jv4ptmLCRc"
1276,"Join us Thursday, December 18th for our Town Hall — Making it Plain:  Minority Health Professionals and COVID-19 Vaccine Distribution.  This Town Hall discussion is for people of color in all health disciplines. #NMAOnCOVID19 #NMA1895 @NationalMedAssn @McDougle2020 @blackdoctor https://t.co/GOCbyw6UpE"
